record_id,airline_code,airline_name,flight_number,origin_airport,destination_airport,departure_datetime,arrival_datetime,duration_min,status,delay_min,aircraft_type,cabin_class,seat
8612,LA,LATAM,LA1466,LAX,MAD,19/01/2024 23:08,01-20-2024 12:40 AM,87,ON_TIME,0,B787,ECONOMY,36A
8613,AV,Avianca,AV1996,SJO,BOG,01-13-2024 05:01 AM,13/01/2024 07:19,128,ON_TIME,0,B757,ECONOMY,33F
8614,AA,American Airlines,aa3636,MIA,LAX,12/08/2025 05:59,,,CANCELLED,,B777,ECONOMY,
8615,AV,AVIANCA,AV5112,CUN,bcn,30/10/2025 09:46,30/10/2025 13:47,241,ON_TIME,0,E190,ECONOMY,33F
8616,AV,Avianca,AV9752,SAL,bog,27/08/2025 21:16,08-28-2025 12:23 AM,188,ON_TIME,0,B767,ECONOMY,27D
8617,BA,BRITISH AIRWAYS,BA1723,LAX,GUA,16/12/2024 20:19,,,CANCELLED,,B738,ECONOMY,
8618,BA,British Airways,BA5063,MIA,lim,11/09/2025 01:02,11/09/2025 05:09,134,DELAYED,115,CRJ9,ECONOMY,44A
8619,B6,JETBLUE,B69242,sal,BCN,02-27-2025 07:04 PM,27/02/2025 21:27,102,DELAYED,24,E190,ECONOMY,42A
8620,BA,British Airways,BA9936,SAP,PTY,22/04/2024 04:47,22/04/2024 09:58,93,DELAYED,225,B757,ECONOMY,16A
8621,B6,JetBlue,B66738,lim,MIA,26/07/2024 10:57,26/07/2024 17:38,212,DELAYED,173,B777,BUSINESS,7B
8622,FR,Ryanair,FR3226,HAV,PTY,30/04/2024 14:15,,,CANCELLED,,B777,BUSINESS,
8623,AV,Avianca,AV4943,SAL,MIA,27/05/2025 09:49,05-27-2025 02:30 PM,291,ON_TIME,0,B767,BUSINESS,4E
8624,UA,United,UA2383,JFK,PTY,9/05/2025 06:13,9/05/2025 12:49,402,ON_TIME,0,A319,ECONOMY,33C
8625,CM,Copa Airlines,CM1462,CUN,JFK,27/12/2024 12:42,27/12/2024 19:02,203,DELAYED,154,E190,ECONOMY,38E
8626,WN,Southwest,WN9845,PTY,JFK,14/08/2025 22:51,08-15-2025 03:44 AM,298,ON_TIME,0,CRJ9,PREMIUM_ECONOMY,11F
8627,B6,JetBlue,B64535,MAD,MIA,10/05/2024 02:43,5/10/2024 09:27,411,ON_TIME,0,B767,ECONOMY,24F
8628,DL,Delta,DL9984,PTY,SAP,19/04/2024 23:45,20/04/2024 03:52,251,ON_TIME,0,A320,ECONOMY,19B
8629,CM,COPA AIRLINES,CM0463,CUN,BOG,14/10/2025 01:38,10-14-2025 07:49 AM,364,ON_TIME,0,B777,BUSINESS,10D
8630,CM,Copa Airlines,CM7978,MIA,PTY,15/06/2024 04:11,15/06/2024 11:10,419,ON_TIME,0,A321,ECONOMY,16D
8631,IB,Iberia,IB3964,PTY,BCN,01-26-2025 07:32 PM,01-27-2025 05:06 AM,402,DELAYED,167,A320,PREMIUM_ECONOMY,14A
8632,DL,Delta,DL7756,SJO,BOG,01-15-2025 04:58 AM,15/01/2025 08:56,225,ON_TIME,0,B737,ECONOMY,38D
8633,DL,DELTA,DL5820,MIA,GUA,01-20-2024 06:03 PM,20/01/2024 22:25,238,ON_TIME,0,B777,ECONOMY,37A
8634,FR,RYANAIR,FR2085,SAP,PTY,10-19-2025 06:10 PM,10-19-2025 08:46 PM,145,ON_TIME,0,A319,ECONOMY,43D
8635,AA,American Airlines,AA4379,MIA,MEX,27/10/2024 11:04,27/10/2024 17:39,397,ON_TIME,0,B757,ECONOMY,35A
8636,UA,United,UA5965,CUN,SAP,29/03/2024 22:34,03-30-2024 12:26 AM,115,ON_TIME,0,B737,ECONOMY,31D
8637,AA,American Airlines,AA6908,BCN,lim,7/01/2024 04:00,7/01/2024 11:59,281,DELAYED,177,E190,FIRST,1E
8638,B6,JetBlue,B69671,MAD,BOG,29/12/2025 23:13,30/12/2025 08:48,347,DELAYED,226,A319,ECONOMY,35C
8639,DL,Delta,DL6196,SAP,BOG,8/10/2025 21:51,8/10/2025 23:08,59,ON_TIME,0,E190,ECONOMY,36C
8640,CM,Copa Airlines,CM8272,LIM,HAV,11/02/2024 20:45,2/12/2024 01:38,146,DELAYED,147,B739,ECONOMY,25F
8641,CM,Copa Airlines,CM2403,HAV,MEX,29/12/2024 10:39,29/12/2024 14:38,225,ON_TIME,0,A319,ECONOMY,29A
8642,WN,Southwest,WN4510,BCN,SAL,26/01/2025 03:58,26/01/2025 08:19,168,DELAYED,83,B739,ECONOMY,24D
8643,LA,LATAM,LA8052,BCN,MAD,05-26-2024 07:16 AM,26/05/2024 15:53,383,DELAYED,144,E190,ECONOMY,41B
8644,WN,Southwest,WN9111,MIA,LAX,25/10/2024 08:21,,,CANCELLED,,B787,PREMIUM_ECONOMY,
8645,AM,Aeromexico,AM4790,HAV,MEX,10-31-2024 02:49 AM,10-31-2024 09:21 AM,402,ON_TIME,0,B737,BUSINESS,7F
8646,LA,LATAM,LA2628,MIA,PTY,27/09/2025 11:26,27/09/2025 17:45,377,ON_TIME,0,B757,ECONOMY,19C
8647,FR,Ryanair,FR0075,SAP,BOG,3/03/2024 05:04,3/03/2024 06:22,86,ON_TIME,0,B787,PREMIUM_ECONOMY,11B
8648,CM,Copa Airlines,CM3258,SAL,GUA,11-30-2024 06:07 AM,11-30-2024 09:21 AM,64,DELAYED,133,E190,PREMIUM_ECONOMY,14A
8649,AM,Aeromexico,AM4121,SJO,SAP,1/07/2024 09:43,1/07/2024 18:39,305,DELAYED,206,B737,ECONOMY,37A
8650,AA,American Airlines,AA4080,MAD,MIA,13/08/2025 07:04,13/08/2025 13:41,184,DELAYED,211,A319,BUSINESS,4B
8651,IB,IBERIA,IB4694,BOG,BCN,4/08/2025 12:57,8/04/2025 20:06,410,DIVERTED,0,E190,ECONOMY,38E
8652,BA,British Airways,BA1644,JFK,GUA,05-14-2025 06:40 AM,14/05/2025 12:34,359,ON_TIME,0,B739,BUSINESS,6E
8653,AM,AEROMEXICO,AM4226,MAD,GUA,8/08/2024 23:49,9/08/2024 02:29,76,DELAYED,92,B767,ECONOMY,43B
8654,UA,United,UA1439,MEX,GUA,23/07/2025 11:47,23/07/2025 16:13,80,DELAYED,165,B737,ECONOMY,27E
8655,AM,Aeromexico,AM1965,BCN,BOG,1/01/2024 08:54,1/01/2024 14:27,333,ON_TIME,0,B738,ECONOMY,16E
8656,LA,LATAM,LA9769,CUN,SAL,21/12/2024 16:15,21/12/2024 19:57,219,ON_TIME,0,B767,ECONOMY,20A
8657,AM,Aeromexico,AM0921,LAX,MIA,11/12/2025 15:00,11/12/2025 19:59,299,ON_TIME,0,A319,PREMIUM_ECONOMY,13B
8658,UA,UNITED,UA1392,CUN,HAV,2/12/2024 23:13,12/03/2024 07:28,332,DELAYED,153,B738,ECONOMY,20F
8659,AV,Avianca,AV4886,PTY,LAX,05-20-2024 07:06 AM,20/05/2024 10:05,173,ON_TIME,0,A319,ECONOMY,31F
8660,CM,COPA AIRLINES,CM8514,LAX,JFK,31/08/2025 15:19,08-31-2025 10:22 PM,412,ON_TIME,0,B787,ECONOMY,21C
8661,BA,British Airways,BA6753,JFK,LAX,17/05/2024 16:08,17/05/2024 22:34,369,ON_TIME,0,E190,BUSINESS,6F
8662,CM,Copa Airlines,CM6703,MEX,JFK,1/04/2025 22:59,2/04/2025 00:52,118,ON_TIME,0,B737,ECONOMY,30A
8663,UA,UNITED,UA7748,SJO,GUA,28/08/2024 10:44,08-28-2024 01:12 PM,150,ON_TIME,0,A319,ECONOMY,16D
8664,B6,JETBLUE,B64634,CUN,BOG,18/04/2025 18:10,19/04/2025 00:51,379,ON_TIME,0,B767,ECONOMY,41D
8665,AV,Avianca,AV3342,gua,SAP,17/06/2025 10:53,06-17-2025 05:35 PM,412,ON_TIME,0,A321,ECONOMY,31E
8666,IB,Iberia,IB9531,SAP,HAV,22/12/2025 07:32,12-22-2025 09:30 AM,116,ON_TIME,0,B738,FIRST,2C
8667,LA,LATAM,LA6205,LIM,CUN,3/07/2025 11:51,3/07/2025 20:51,380,DELAYED,169,B767,ECONOMY,17B
8668,FR,RYANAIR,FR5069,BOG,pty,31/05/2024 02:51,05-31-2024 03:54 AM,73,ON_TIME,0,B738,ECONOMY,41E
8669,FR,Ryanair,FR4801,BOG,MAD,28/02/2024 11:27,02-28-2024 01:47 PM,147,ON_TIME,0,B738,BUSINESS,5E
8670,B6,JetBlue,B69874,JFK,SJO,3/04/2025 02:57,3/04/2025 07:51,283,ON_TIME,0,E190,ECONOMY,37A
8671,B6,JetBlue,B67862,PTY,LIM,11-30-2025 11:20 PM,1/12/2025 01:46,140,ON_TIME,0,B787,ECONOMY,20E
8672,LA,LATAM,LA8115,LAX,PTY,3/01/2025 03:32,3/01/2025 08:12,120,DELAYED,146,A321,ECONOMY,35B
8673,LA,LATAM,LA3486,SJO,MAD,20/07/2025 04:42,20/07/2025 10:57,380,ON_TIME,0,E190,ECONOMY,25C
8674,WN,Southwest,WN2182,JFK,HAV,12/02/2024 21:20,,,CANCELLED,,B738,ECONOMY,
8675,DL,DELTA,DL5155,LIM,MAD,6/07/2024 17:42,6/07/2024 23:55,351,ON_TIME,0,B737,BUSINESS,4C
8676,CM,Copa Airlines,CM3435,BOG,SAL,21/03/2024 23:35,22/03/2024 02:55,196,ON_TIME,0,B767,ECONOMY,44C
8677,FR,RYANAIR,FR9143,LIM,MIA,15/02/2025 15:20,15/02/2025 20:10,275,ON_TIME,0,CRJ9,BUSINESS,5E
8678,AM,Aeromexico,AM8019,MIA,HAV,14/03/2024 07:56,14/03/2024 13:38,184,DELAYED,166,A319,ECONOMY,45F
8679,FR,Ryanair,FR6620,lax,SJO,1/04/2025 22:44,1/05/2025 03:40,289,ON_TIME,0,B767,ECONOMY,22F
8680,IB,Iberia,IB1627,MIA,LAX,14/02/2025 14:11,14/02/2025 16:11,123,ON_TIME,0,E190,ECONOMY,40C
8681,AM,Aeromexico,AM4899,SAL,MIA,17/12/2025 05:58,17/12/2025 08:17,136,ON_TIME,0,B777,ECONOMY,42C
8682,LA,LATAM,LA0295,CUN,HAV,7/12/2024 16:54,7/12/2024 23:53,400,ON_TIME,0,A321,PREMIUM_ECONOMY,12B
8683,B6,JetBlue,b67913,SJO,MEX,12-25-2024 06:11 AM,25/12/2024 11:54,340,ON_TIME,0,B787,ECONOMY,19F
8684,IB,Iberia,IB9936,CUN,SAP,13/12/2025 09:30,12-13-2025 02:14 PM,106,DELAYED,157,B777,ECONOMY,34A
8685,UA,United,UA2525,bcn,LIM,16/07/2025 04:08,07-16-2025 05:20 AM,70,ON_TIME,0,A320,ECONOMY,33F
8686,AV,Avianca,AV7633,MAD,PTY,2/11/2025 20:10,2/11/2025 23:07,180,ON_TIME,0,A319,ECONOMY,44C
8687,AV,AVIANCA,AV1326,MIA,MAD,04-23-2025 10:24 AM,04-23-2025 02:36 PM,261,ON_TIME,0,B757,PREMIUM_ECONOMY,11B
8688,BA,British Airways,BA7664,LIM,SAP,31/03/2025 21:55,03-31-2025 11:25 PM,88,ON_TIME,0,A319,ECONOMY,36A
8689,LA,LATAM,LA3432,CUN,LIM,07-15-2025 08:48 PM,16/07/2025 02:01,321,ON_TIME,0,A320,PREMIUM_ECONOMY,11E
8690,BA,British Airways,BA9258,CUN,PTY,15/12/2024 17:14,15/12/2024 22:39,257,DELAYED,78,B738,PREMIUM_ECONOMY,13E
8691,AM,AEROMEXICO,AM4255,mad,MIA,30/08/2025 12:47,30/08/2025 17:15,251,ON_TIME,0,B777,ECONOMY,33A
8692,B6,JetBlue,B68476,MEX,BOG,19/10/2025 17:17,19/10/2025 21:58,266,ON_TIME,0,E190,ECONOMY,39D
8693,CM,Copa Airlines,CM0198,LIM,HAV,11/02/2024 13:19,2/11/2024 15:58,151,ON_TIME,0,B787,ECONOMY,24E
8694,LA,LATAM,LA0059,PTY,LIM,9/07/2024 08:15,9/07/2024 13:28,317,ON_TIME,0,B787,ECONOMY,39D
8695,WN,Southwest,WN1675,PTY,LAX,12/07/2025 15:02,7/12/2025 21:43,312,DELAYED,68,B767,ECONOMY,23C
8696,FR,RYANAIR,FR1699,SAP,MEX,26/01/2025 22:55,27/01/2025 04:38,323,ON_TIME,0,B739,ECONOMY,38B
8697,WN,Southwest,WN1520,MAD,SJO,16/07/2025 08:06,16/07/2025 10:54,95,DELAYED,73,B738,ECONOMY,26D
8698,AM,Aeromexico,AM7170,CUN,BCN,22/10/2025 03:36,,,CANCELLED,,B737,BUSINESS,
8699,AV,AVIANCA,AV7690,PTY,GUA,30/04/2025 08:40,04-30-2025 01:52 PM,300,ON_TIME,0,A319,ECONOMY,35F
8700,B6,JetBlue,B69823,LIM,MAD,07-19-2025 09:06 PM,19/07/2025 23:33,130,ON_TIME,0,B777,ECONOMY,24C
8701,LA,LATAM,LA1204,SAL,SJO,12/09/2025 03:49,12/09/2025 06:31,165,ON_TIME,0,A321,ECONOMY,37B
8702,CM,Copa Airlines,CM8303,SAP,JFK,15/08/2024 03:44,15/08/2024 05:15,66,ON_TIME,0,A321,FIRST,3A
8703,IB,Iberia,IB0551,BOG,CUN,11-17-2024 12:45 AM,17/11/2024 07:23,318,DELAYED,74,E190,ECONOMY,36C
8704,IB,IBERIA,IB4769,BCN,mad,30/07/2025 09:42,30/07/2025 13:59,253,ON_TIME,0,B777,ECONOMY,36E
8705,AV,Avianca,AV2176,BCN,SAL,12/02/2024 05:53,2/12/2024 08:12,147,ON_TIME,0,B737,ECONOMY,45E
8706,BA,British Airways,BA2897,MAD,BOG,18/12/2025 05:28,18/12/2025 06:44,56,ON_TIME,0,A321,ECONOMY,44F
8707,IB,IBERIA,IB0404,LIM,CUN,14/10/2025 06:07,14/10/2025 08:19,129,ON_TIME,0,B739,ECONOMY,41C
8708,FR,Ryanair,FR8906,MEX,PTY,11/06/2025 07:59,11/06/2025 10:36,162,ON_TIME,0,B737,PREMIUM_ECONOMY,15E
8709,B6,JetBlue,B61237,PTY,MAD,19/01/2024 02:35,01-19-2024 05:05 AM,155,ON_TIME,0,B737,FIRST,1C
8710,AV,Avianca,AV1574,BCN,hav,23/03/2025 00:05,23/03/2025 03:37,205,ON_TIME,0,B767,PREMIUM_ECONOMY,12A
8711,CM,Copa Airlines,CM7672,CUN,LIM,21/04/2025 08:23,04-21-2025 02:49 PM,144,DELAYED,217,B738,ECONOMY,35E
8712,AA,American Airlines,AA1243,SJO,BOG,05-28-2025 11:04 PM,29/05/2025 03:26,239,ON_TIME,0,B757,ECONOMY,24D
8713,LA,LATAM,LA4377,CUN,MEX,28/11/2025 11:50,28/11/2025 16:01,241,ON_TIME,0,E190,ECONOMY,28B
8714,UA,UNITED,UA7557,LIM,BCN,22/06/2025 06:18,06-22-2025 10:18 AM,241,ON_TIME,0,A320,ECONOMY,41B
8715,IB,Iberia,IB3166,HAV,BCN,23/07/2024 20:39,23/07/2024 23:25,158,ON_TIME,0,B739,ECONOMY,40D
8716,UA,United,UA5020,MIA,SAP,16/06/2024 05:16,06-16-2024 10:17 AM,299,ON_TIME,0,E190,FIRST,2E
8717,UA,United,UA8055,MIA,GUA,4/04/2024 09:22,4/04/2024 13:59,262,ON_TIME,0,B777,ECONOMY,34F
8718,B6,JetBlue,B65769,SJO,GUA,20/08/2024 00:56,20/08/2024 03:18,150,ON_TIME,0,B787,ECONOMY,32B
8719,AV,AVIANCA,AV4920,BOG,CUN,10/03/2025 01:41,10/03/2025 04:35,154,ON_TIME,0,E190,PREMIUM_ECONOMY,12C
8720,FR,Ryanair,FR5556,SJO,SAP,28/07/2025 10:48,28/07/2025 15:22,259,ON_TIME,0,E190,ECONOMY,28B
8721,BA,British Airways,BA1309,BOG,BCN,4/08/2025 08:35,4/08/2025 13:48,93,DELAYED,204,B739,PREMIUM_ECONOMY,12D
8722,AV,Avianca,AV2446,MEX,bog,22/06/2025 07:22,06-22-2025 11:08 AM,77,DELAYED,136,B787,BUSINESS,7A
8723,UA,United,UA1586,SJO,MEX,25/03/2024 03:16,03-25-2024 09:51 AM,388,ON_TIME,0,A319,ECONOMY,34A
8724,AM,Aeromexico,AM5719,SJO,LAX,31/10/2024 15:21,31/10/2024 20:57,152,DELAYED,162,B738,BUSINESS,4E
8725,FR,RYANAIR,FR2576,LIM,MAD,2/09/2025 15:41,,,CANCELLED,,B757,ECONOMY,
8726,WN,Southwest,WN9846,GUA,PTY,7/11/2024 11:32,7/11/2024 14:44,94,DELAYED,74,B738,ECONOMY,30D
8727,FR,Ryanair,FR6621,MAD,LAX,23/10/2024 10:09,10-23-2024 11:54 AM,58,DELAYED,23,B737,ECONOMY,45D
8728,B6,JetBlue,B61408,MAD,CUN,2/02/2024 01:13,2/02/2024 05:07,239,ON_TIME,0,E190,ECONOMY,34E
8729,FR,RYANAIR,FR2099,BOG,JFK,17/07/2025 06:36,17/07/2025 13:25,386,ON_TIME,0,B787,BUSINESS,4A
8730,B6,JetBlue,B62887,MAD,MIA,24/09/2024 20:33,25/09/2024 03:32,402,DELAYED,11,E190,ECONOMY,34E
8731,FR,Ryanair,FR6971,SJO,BCN,20/07/2025 19:54,21/07/2025 01:29,334,ON_TIME,0,CRJ9,ECONOMY,28B
8732,AM,Aeromexico,AM3174,BOG,LIM,14/05/2024 17:01,05-14-2024 05:39 PM,47,ON_TIME,0,A321,ECONOMY,40A
8733,BA,British Airways,BA3841,PTY,GUA,02-13-2024 10:06 PM,02-13-2024 11:35 PM,74,ON_TIME,0,B787,ECONOMY,39C
8734,DL,Delta,DL9360,BOG,SAL,27/08/2024 18:16,08-27-2024 10:36 PM,242,ON_TIME,0,B757,PREMIUM_ECONOMY,14B
8735,B6,JetBlue,B60055,JFK,SAL,14/05/2025 12:36,14/05/2025 15:55,175,ON_TIME,0,B767,PREMIUM_ECONOMY,14F
8736,UA,United,UA5482,MIA,PTY,2/04/2024 10:33,4/02/2024 13:43,170,ON_TIME,0,B767,ECONOMY,37E
8737,IB,Iberia,IB9670,SAL,JFK,22/01/2025 07:56,22/01/2025 13:18,332,ON_TIME,0,A321,ECONOMY,38A
8738,WN,Southwest,WN3112,SAL,GUA,09-20-2024 11:54 AM,09-20-2024 04:39 PM,96,DELAYED,196,B757,ECONOMY,20F
8739,FR,Ryanair,FR1098,MEX,BCN,4/08/2024 20:34,8/04/2024 23:20,168,ON_TIME,0,B739,PREMIUM_ECONOMY,12E
8740,CM,Copa Airlines,CM8193,LAX,SJO,12/09/2025 17:24,12/09/2025 21:32,226,ON_TIME,0,B787,ECONOMY,39D
8741,CM,Copa Airlines,CM8234,PTY,MIA,9/09/2024 01:34,9/09/2024 07:14,314,DELAYED,34,A320,ECONOMY,22B
8742,LA,LATAM,LA0122,SAL,PTY,28/08/2024 15:02,28/08/2024 21:58,171,DELAYED,231,A320,ECONOMY,16A
8743,DL,DELTA,DL3103,SJO,SAP,12/10/2024 21:47,13/10/2024 02:50,288,ON_TIME,0,CRJ9,ECONOMY,18C
8744,DL,Delta,DL6631,CUN,PTY,13/04/2024 11:27,04-13-2024 01:15 PM,115,ON_TIME,0,B739,ECONOMY,39A
8745,BA,BRITISH AIRWAYS,BA6226,MAD,CUN,6/03/2025 06:40,6/03/2025 12:15,321,ON_TIME,0,B777,ECONOMY,44E
8746,B6,JetBlue,B60008,SAL,BCN,14/09/2025 21:09,14/09/2025 23:13,103,ON_TIME,0,B787,ECONOMY,26A
8747,FR,Ryanair,FR4349,LIM,lax,1/03/2024 03:59,1/03/2024 05:32,81,ON_TIME,0,B757,ECONOMY,29F
8748,UA,United,UA5382,pty,SAP,12-22-2025 12:21 PM,22/12/2025 15:58,207,ON_TIME,0,E190,ECONOMY,40E
8749,DL,Delta,DL4338,SAL,MAD,19/05/2024 13:24,19/05/2024 15:31,74,DELAYED,46,A319,ECONOMY,30B
8750,BA,British Airways,BA8346,PTY,BOG,10/10/2025 11:11,,,CANCELLED,,E190,ECONOMY,
8751,FR,RYANAIR,FR2552,MEX,JFK,14/03/2025 07:57,14/03/2025 09:07,52,ON_TIME,0,B739,ECONOMY,45B
8752,AM,Aeromexico,AM7002,BCN,JFK,23/01/2025 17:10,01-23-2025 07:42 PM,139,ON_TIME,0,B767,FIRST,2C
8753,CM,Copa Airlines,CM2518,HAV,MAD,1/08/2025 21:48,8/01/2025 23:15,77,ON_TIME,0,CRJ9,PREMIUM_ECONOMY,11E
8754,B6,JetBlue,B63378,BOG,SAP,12-16-2024 02:36 PM,16/12/2024 16:19,92,ON_TIME,0,A319,ECONOMY,32F
8755,CM,Copa Airlines,CM0915,HAV,PTY,14/04/2024 22:11,15/04/2024 03:33,285,DELAYED,37,B739,ECONOMY,19A
8756,B6,JetBlue,B64672,CUN,BCN,06-23-2025 09:26 PM,24/06/2025 05:56,359,DELAYED,151,B739,ECONOMY,24D
8757,FR,Ryanair,FR2442,MAD,HAV,10/09/2024 08:57,10/09/2024 16:00,344,DELAYED,82,B767,BUSINESS,9A
8758,WN,SOUTHWEST,WN9106,HAV,SAP,6/01/2024 17:50,6/01/2024 22:24,272,ON_TIME,0,A319,ECONOMY,20B
8759,WN,SOUTHWEST,WN7624,JFK,SAL,21/08/2024 11:19,08-21-2024 12:12 PM,53,ON_TIME,0,A320,ECONOMY,20F
8760,B6,JetBlue,B64054,LAX,BOG,5/12/2025 14:32,,,CANCELLED,,A319,ECONOMY,
8761,AV,Avianca,AV8271,LAX,SAP,26/07/2025 18:41,26/07/2025 22:58,235,ON_TIME,0,A321,ECONOMY,27B
8762,AA,American Airlines,AA1402,SAP,SJO,01-16-2024 05:49 PM,16/01/2024 20:45,181,ON_TIME,0,B738,ECONOMY,22F
8763,AM,AEROMEXICO,AM9990,BOG,MEX,9/08/2024 23:55,9/09/2024 04:04,252,ON_TIME,0,B787,BUSINESS,5B
8764,WN,Southwest,WN3740,MEX,MAD,21/05/2025 21:43,22/05/2025 02:51,312,ON_TIME,0,CRJ9,ECONOMY,45D
8765,WN,Southwest,WN6286,MAD,SJO,23/05/2025 16:12,23/05/2025 20:51,266,ON_TIME,0,B739,ECONOMY,24D
8766,B6,JetBlue,B60799,JFK,GUA,27/01/2024 17:18,01-27-2024 09:48 PM,141,DELAYED,129,A319,ECONOMY,18D
8767,AV,Avianca,AV4750,LAX,MIA,10/01/2024 03:27,1/10/2024 09:15,344,ON_TIME,0,B738,ECONOMY,24B
8768,UA,United,UA4339,CUN,SAL,4/01/2024 23:25,5/01/2024 02:43,204,ON_TIME,0,A321,BUSINESS,10C
8769,WN,Southwest,WN8549,BOG,LIM,27/09/2025 17:11,09-27-2025 10:52 PM,347,ON_TIME,0,B757,BUSINESS,10F
8770,FR,Ryanair,FR2064,MAD,HAV,21/05/2025 05:15,21/05/2025 09:27,259,ON_TIME,0,E190,ECONOMY,29F
8771,UA,United,UA5865,HAV,PTY,10-31-2025 07:16 PM,31/10/2025 21:43,137,ON_TIME,0,CRJ9,FIRST,3F
8772,LA,LATAM,LA2148,SAL,MEX,09-16-2024 01:35 AM,16/09/2024 02:23,52,ON_TIME,0,B757,ECONOMY,45A
8773,AM,Aeromexico,AM1926,BOG,PTY,25/10/2025 10:50,25/10/2025 13:55,177,ON_TIME,0,B757,ECONOMY,42D
8774,AA,American Airlines,AA8610,SJO,BCN,23/02/2025 17:30,02-24-2025 12:08 AM,386,ON_TIME,0,B757,ECONOMY,35B
8775,B6,JetBlue,B61687,MAD,MEX,15/08/2025 20:35,15/08/2025 23:51,165,DELAYED,39,B737,ECONOMY,25E
8776,UA,United,UA7159,MAD,SJO,18/08/2024 19:36,19/08/2024 02:33,193,DELAYED,204,A319,ECONOMY,26E
8777,CM,Copa Airlines,CM5993,MEX,SAL,8/05/2025 05:02,8/05/2025 08:04,160,ON_TIME,0,A320,ECONOMY,31F
8778,AV,Avianca,AV6524,PTY,HAV,2/07/2025 00:05,2/07/2025 08:33,333,DELAYED,154,E190,ECONOMY,23C
8779,WN,Southwest,WN0884,CUN,SAL,22/08/2024 04:46,08-22-2024 05:52 AM,61,ON_TIME,0,B739,BUSINESS,9F
8780,BA,British Airways,BA3371,MEX,LIM,11/11/2025 23:07,12/11/2025 01:21,120,ON_TIME,0,B737,ECONOMY,28C
8781,FR,Ryanair,FR3840,SAL,MEX,7/07/2024 14:00,7/07/2024 17:13,116,DELAYED,72,B738,BUSINESS,9E
8782,LA,LATAM,la6033,MIA,SAL,12/08/2024 01:41,12/08/2024 04:09,136,ON_TIME,0,A320,ECONOMY,37B
8783,BA,British Airways,BA7828,BOG,mia,8/11/2025 19:28,11/08/2025 21:49,141,ON_TIME,0,B777,ECONOMY,39F
8784,DL,Delta,DL7519,BCN,MEX,13/01/2024 15:48,13/01/2024 21:44,344,ON_TIME,0,B738,ECONOMY,35F
8785,WN,SOUTHWEST,WN954O,LIM,CUN,9/06/2025 20:55,6/10/2025 01:46,282,ON_TIME,0,A319,ECONOMY,29B
8786,B6,JetBlue,B67175,LIM,LAX,5/12/2025 15:30,6/12/2025 01:52,372,DELAYED,231,B737,ECONOMY,39C
8787,AA,AMERICAN AIRLINES,AA8568,BCN,pty,1/12/2025 23:45,2/12/2025 02:31,176,ON_TIME,0,A321,BUSINESS,6D
8788,FR,Ryanair,FR3395,HAV,GUA,22/03/2025 09:51,22/03/2025 15:48,332,ON_TIME,0,B738,ECONOMY,32A
8789,DL,Delta,DL9115,CUN,BOG,5/04/2024 22:46,5/05/2024 01:54,62,DELAYED,123,B739,ECONOMY,32F
8790,AA,AMERICAN AIRLINES,AA5785,CUN,BOG,10/12/2025 20:24,12/10/2025 21:47,71,ON_TIME,0,B787,ECONOMY,22C
8791,AV,Avianca,AV5535,GUA,SJO,29/01/2024 11:08,01-29-2024 04:33 PM,302,ON_TIME,0,CRJ9,PREMIUM_ECONOMY,11C
8792,FR,Ryanair,FR7145,BOG,BCN,23/02/2024 06:24,23/02/2024 13:12,412,ON_TIME,0,A320,ECONOMY,25C
8793,CM,Copa Airlines,CM5374,BCN,mex,20/03/2025 06:22,03-20-2025 01:16 PM,396,ON_TIME,0,A319,BUSINESS,9D
8794,AV,Avianca,AV2456,SAL,BOG,07-18-2025 09:08 PM,07-19-2025 03:42 AM,237,DELAYED,166,A319,ECONOMY,19D
8795,FR,Ryanair,FR9180,LAX,GUA,06-28-2024 11:28 AM,28/06/2024 21:45,413,DELAYED,193,B738,ECONOMY,30D
8796,B6,JetBlue,B63609,JFK,CUN,10/12/2024 05:48,10/12/2024 09:15,121,DELAYED,95,A319,ECONOMY,44B
8797,AM,Aeromexico,AM7123,SAP,CUN,5/07/2024 11:06,7/05/2024 15:08,227,ON_TIME,0,B738,ECONOMY,36B
8798,CM,Copa Airlines,CM1108,MIA,HAV,30/06/2024 00:38,06-30-2024 06:12 AM,311,ON_TIME,0,B757,ECONOMY,35E
8799,CM,Copa Airlines,CM7557,SAL,HAV,3/09/2025 00:02,3/09/2025 04:48,276,ON_TIME,0,B777,ECONOMY,37B
8800,AA,American Airlines,aa2536,HAV,MAD,4/04/2025 23:47,5/04/2025 04:19,249,ON_TIME,0,A321,ECONOMY,35D
8801,IB,Iberia,IB0129,LIM,SAP,25/06/2024 10:57,06-25-2024 01:49 PM,180,ON_TIME,0,A320,ECONOMY,45E
8802,IB,Iberia,IB2974,LAX,LIM,23/05/2024 17:43,23/05/2024 22:59,156,DELAYED,138,B757,ECONOMY,35C
8803,AV,Avianca,AV7026,MIA,MEX,5/05/2025 11:24,5/05/2025 15:21,236,ON_TIME,0,B737,ECONOMY,22C
8804,AM,Aeromexico,AM0957,HAV,GUA,4/11/2025 05:49,11/04/2025 09:41,216,ON_TIME,0,B739,BUSINESS,8A
8805,B6,JetBlue,B61946,SAP,SJO,27/03/2025 12:03,27/03/2025 14:11,137,ON_TIME,0,B757,ECONOMY,37E
